uid	new_split	dataset	original_split	doc_id	sent_id	sentence	marked_sentence	source	target	trigger	arguments	event_type	gold_binary
1610	train	wiki	train	188	1025	On April 15, law enforcement officials say, Mr. Tsarnaev and his younger brother, Dzhokhar, set off bombs at the Boston Marathon, killing three people and maiming many others.	On April 15, law enforcement officials say, Mr. <s>Tsarnaev</s> and his younger brother, Dzhokhar, set off bombs at the Boston Marathon, killing three <t>people</t> and maiming many others.	Killer:Tsarnaev	Victim:people	killing	{'Victim': ['people'], 'Killer': ['Dzhokhar', 'Tsarnaev'], 'Place': ['Boston Marathon']}	Life.Die.Unspecified	1
1611	train	wiki	train	188	1025	On April 15, law enforcement officials say, Mr. Tsarnaev and his younger brother, Dzhokhar, set off bombs at the Boston Marathon, killing three people and maiming many others.	On April 15, law enforcement officials say, Mr. <s>Tsarnaev</s> and his younger brother, Dzhokhar, set off bombs at the <t>Boston Marathon</t>, killing three people and maiming many others.	Killer:Tsarnaev	Place:Boston Marathon	killing	{'Victim': ['people'], 'Killer': ['Dzhokhar', 'Tsarnaev'], 'Place': ['Boston Marathon']}	Life.Die.Unspecified	1
1612	train	wiki	train	201	1013	In 1978, a self-confessed UVF member, Robert Campbell, was convicted of the bombing together with the 1976 sectarian killing of John Morrow, a workman mistaken for a Catholic.	In 1978, a self-confessed UVF member, <s>Robert Campbell</s>, was convicted of the bombing together with the 1976 sectarian killing of <t>John Morrow</t>, a workman mistaken for a Catholic.	Killer:Robert Campbell	Victim:John Morrow	killing	{'Victim': ['John Morrow'], 'Killer': ['Robert Campbell']}	Life.Die.Unspecified	1
1615	train	wiki	test	228	355	In May, after a 12-week trial, Tsarnaev was found guilty of killing three people and injuring 264 in the April 15, 2013, bombing at the world-renowned race, where he and his brother, Tamerlan, 26, set off two pressure-cooker bombs near the finish line.	In May, after a 12-week trial, <s>Tsarnaev</s> was found guilty of killing three <t>people</t> and injuring 264 in the April 15, 2013, bombing at the world-renowned race, where he and his brother, Tamerlan, 26, set off two pressure-cooker bombs near the finish line.	Killer:Tsarnaev	Victim:people	killing	{'Killer': ['Tsarnaev'], 'Victim': ['people']}	Life.Die.Unspecified	1
1617	train	wiki	test	241	499	Insurgents also launched attacks on a military base near the town of Dhuluiyah, killing at least 15 Iraqi soldiers and leaving two others wounded, according to two security officials.	<s>Insurgents</s> also launched attacks on a military base near the town of Dhuluiyah, killing at least 15 Iraqi <t>soldiers</t> and leaving two others wounded, according to two security officials.	Killer:Insurgents	Victim:soldiers	killing	{'Victim': ['soldiers'], 'Killer': ['Insurgents']}	Life.Die.Unspecified	1
1629	train	wiki	train	168	1063	During a protest, opposition supporters set an explosive that injured seven police officers, the public prosecutor's office said.	During a protest, opposition <s>supporters</s> set an explosive that injured seven police <t>officers</t>, the public prosecutor's office said.	Injurer:supporters	Victim:officers	injured	{'Victim': ['officers'], 'Injurer': ['supporters'], 'Instrument': ['explosive']}	Life.Injure.Unspecified	1
1632	train	wiki	test	228	355	In May, after a 12-week trial, Tsarnaev was found guilty of killing three people and injuring 264 in the April 15, 2013, bombing at the world-renowned race, where he and his brother, Tamerlan, 26, set off two pressure-cooker bombs near the finish line.	In May, after a 12-week trial, <s>Tsarnaev</s> was found guilty of killing three people and injuring <t>264</t> in the April 15, 2013, bombing at the world-renowned race, where he and his brother, Tamerlan, 26, set off two pressure-cooker bombs near the finish line.	Injurer:Tsarnaev	Victim:264	injuring	{'Victim': ['264'], 'Injurer': ['Tsarnaev']}	Life.Injure.Unspecified	1
1639	train	wiki	train	136	475	As the East Coast was rattled by the bombings, a man who authorities say referred to Allah wounded nine people in a stabbing rampage at a Minnesota mall Saturday before being shot to death by an off-duty police officer.	As the East Coast was rattled by the bombings, a man who authorities say referred to <s>Allah</s> wounded nine <t>people</t> in a stabbing rampage at a Minnesota mall Saturday before being shot to death by an off-duty police officer.	Injurer:Allah	Victim:people	wounded	{'Injurer': ['Allah'], 'Victim': ['people']}	Life.Injure.Unspecified	1
1640	train	wiki	train	160	442	The suspect in Saturday night's bombing in New York City that wounded 29 people is in a hospital recovering from bullet wounds after a shootout with police.	The <s>suspect</s> in Saturday night's bombing in New York City that wounded 29 <t>people</t> is in a hospital recovering from bullet wounds after a shootout with police.	Injurer:suspect	Victim:people	wounded	{'Victim': ['people'], 'Injurer': ['suspect']}	Life.Injure.Unspecified	1
1641	train	wiki	train	160	1065	Suspected New York Bomber Wounded in Shootout with Police	Suspected New York <t>Bomber</t> Wounded in Shootout with <s>Police</s>	Injurer:Police	Victim:Bomber	Wounded	{'Victim': ['Bomber'], 'Injurer': ['Police']}	Life.Injure.Unspecified	1
1644	train	wiki	train	160	30	Officers recognized the man as Rahami, who opened fire, wounding two policemen before he was injured.	Officers recognized the man as <s>Rahami</s>, who opened fire, wounding two <t>policemen</t> before he was injured.	Injurer:Rahami	Victim:policemen	wounding	{'Victim': ['policemen'], 'Injurer': ['Rahami']}	Life.Injure.Unspecified	1
1646	train	wiki	train	34	1072	The bombings resulted in at least 13 amputations and left doctors picking ball bearings out of victims in the emergency room, a terrorism expert briefed on the investigation said.	The bombings resulted in at least 13 amputations and left <s>doctors</s> picking ball bearings out of <t>victims</t> in the emergency room, a terrorism expert briefed on the investigation said.	Treater:doctors	Patient:victims	amputations	{'Treater': ['doctors'], 'Patient': ['victims']}	Medical.Intervention.Unspecified	0
1647	train	wiki	train	21	1069	Media playback is unsupported on your device Media caption The plaza where the attack took place was cordoned off as paramedics helped the injured.	Media playback is unsupported on your device Media caption The plaza where the attack took place was cordoned off as <s>paramedics</s> helped the <t>injured</t>.	Treater:paramedics	Patient:injured	helped	{'Treater': ['paramedics'], 'Patient': ['injured']}	Medical.Intervention.Unspecified	0
1654	train	wiki	train	42	1070	PM Imran Khan expressed condolences for the lives lost, directed the authorities to ensure the best medical treatment for the injured, and ordered an increase in security for Shiites and Hazara people.	PM Imran Khan expressed condolences for the lives lost, directed the <s>authorities</s> to ensure the best medical treatment for the <t>injured</t>, and ordered an increase in security for Shiites and Hazara people.	Treater:authorities	Patient:injured	treatment	{'Patient': ['injured'], 'Treater': ['authorities']}	Medical.Intervention.Unspecified	0
1657	train	wiki	train	179	903	GEORGE — A judge sentenced a Hurricane teen who brought a homemade bomb to his high school last year to serve four years of "intensely supervised" probation Wednesday.	GEORGE — A judge sentenced a Hurricane <s>teen</s> who brought a homemade bomb to his <t>high school</t> last year to serve four years of "intensely supervised" probation Wednesday.	Transporter:teen	Destination:high school	brought	{'Transporter': ['teen'], 'PassengerArtifact': ['bomb'], 'Destination': ['high school']}	Movement.Transportation.IllegalTransportation	1
1658	train	wiki	train	196	1126	A 40-year-old Japanese man admitted he landed an unmanned drone in central Tokyo carrying radioactive sand atop Prime Minister Shinzo Abe's office to protest nuclear power, police said Saturday.	A 40-year-old Japanese <s>man</s> admitted he landed an unmanned drone in central Tokyo carrying radioactive sand atop Prime Minister Shinzo Abe's <t>office</t> to protest nuclear power, police said Saturday.	Transporter:man	Destination:office	carrying	{'Vehicle': ['unmanned drone'], 'Destination': ['office'], 'PassengerArtifact': ['radioactive sand'], 'Transporter': ['man']}	Movement.Transportation.IllegalTransportation	1
1659	train	wiki	test	238	1127	A suicide bomber riding a motorcycle drove into a crowd near a security checkpoint and detonated his explosives.	A suicide <s>bomber</s> riding a motorcycle drove into a crowd near a security <t>checkpoint</t> and detonated his explosives.	Transporter:bomber	Destination:checkpoint	drove into	{'Vehicle': ['motorcycle'], 'Destination': ['checkpoint'], 'Transporter': ['bomber'], 'PassengerArtifact': ['explosives']}	Movement.Transportation.IllegalTransportation	1
1660	train	wiki	train	104	496	In the chaos, an estimated 5 gunmen stormed past the local guard and entered the hotel, intent on killing guests.	In the chaos, an estimated 5 <s>gunmen</s> stormed past the local guard and entered the <t>hotel</t>, intent on killing guests.	Transporter:gunmen	Destination:hotel	entered	{'Transporter': ['gunmen'], 'Destination': ['hotel']}	Movement.Transportation.IllegalTransportation	1
1661	train	wiki	train	55	1128	Outside of Mogadishu, the group uses VBIEDs to gain entry to military bases in order to procure weapons and other supplies and to eliminate AMISOM or Somali government forces from the area, allowing the group to supplant government influence and control populations.	Outside of Mogadishu, <s>the group</s> uses VBIEDs to gain entry to military <t>bases</t> in order to procure weapons and other supplies and to eliminate AMISOM or Somali government forces from the area, allowing <s>the group</s> to supplant government influence and control populations.	Transporter:the group	Destination:bases	gain entry	{'Destination': ['bases'], 'PassengerArtifact': ['VBIEDs'], 'Transporter': ['the group']}	Movement.Transportation.IllegalTransportation	1
1662	train	wiki	train	179	1129	The charges stem from a March 5, 2018 incident in which Farnsworth took a homemade explosive to Pine View High School.	The charges stem from a March 5, 2018 incident in which <s>Farnsworth</s> took a homemade explosive to <t>Pine View High School</t>.	Transporter:Farnsworth	Destination:Pine View High School	took	{'Transporter': ['Farnsworth'], 'PassengerArtifact': ['explosive'], 'Destination': ['Pine View High School']}	Movement.Transportation.IllegalTransportation	1
1663	train	wiki	train	25	1130	Iraqi special forces closed down the road leading to the Green Zone from the western side, they said.	<s>Iraqi special forces</s> closed down the road leading to the <t>Green Zone</t> from the western side, they said.	Preventer:Iraqi special forces	Destination:Green Zone	closed down	{'Preventer': ['forces'], 'Destination': ['Green Zone'], 'Origin': ['western side']}	Movement.Transportation.PreventPassage	1
1665	train	wiki	dev	225	1137	Elliott testified that on April 15, McVeigh came to the body shop and reserved the truck, to be picked up at 4 p.m. two days later.	Elliott testified that on April 15, <s>McVeigh</s> came to the body <t>shop</t> and reserved the truck, to be picked up at 4 p.m. two days later.	Transporter:McVeigh	Destination:shop	came	{'Transporter': ['McVeigh'], 'Destination': ['shop']}	Movement.Transportation.Unspecified	0
1666	train	wiki	dev	219	1145	US security services reportedly believe commercially available UAVs could in future be used by terrorists more widely to carry hazardous chemicals, radioactive material or grenades in Western cities.	US security services reportedly believe commercially available UAVs could in future be used by <s>terrorists</s> more widely to carry hazardous chemicals, radioactive material or grenades in Western <t>cities</t>.	Transporter:terrorists	Destination:cities	carry	{'PassengerArtifact': ['chemicals', 'material', 'grenades'], 'Transporter': ['terrorists'], 'Vehicle': ['UAVs'], 'Destination': ['cities']}	Movement.Transportation.Unspecified	1
1667	train	wiki	train	81	1139	More than 1 million Venezuelans have also crossed into Colombia since the exodus began in 2015.	More than 1 million <s>Venezuelans</s> have also crossed into <t>Colombia</t> since the exodus began in 2015.	Transporter:Venezuelans	Destination:Colombia	crossed	{'Transporter': ['Venezuelans'], 'Destination': ['Colombia']}	Movement.Transportation.Unspecified	1
1668	train	wiki	train	81	1141	On Friday, the UN said that more than half a million Venezuelans had crossed into Ecuador this year as part of one of the largest mass migrations in Latin American history.	On Friday, the UN said that more than half a million <s>Venezuelans</s> had crossed into <t>Ecuador</t> this year as part of one of the largest mass migrations in Latin American history.	Transporter:Venezuelans	Destination:Ecuador	crossed	{'Transporter': ['Venezuelans'], 'Destination': ['Ecuador']}	Movement.Transportation.Unspecified	0
1670	train	wiki	train	201	1131	It seems strange that loyalists would choose that time to drive from Tigers Bay into a Catholic area to plant a bomb.	It seems strange that <s>loyalists</s> would choose that time to drive from Tigers Bay into a Catholic <t>area</t> to plant a bomb.	Transporter:loyalists	Destination:area	drive	{'Origin': ['Tigers Bay'], 'Destination': ['area'], 'Transporter': ['loyalists'], 'PassengerArtifact': ['bomb']}	Movement.Transportation.Unspecified	1
