	sentence_id	sentence	marked_sentence	source	target	gold_penta	silver_penta	silver_root	gold_root	penta_L1	root_L1	penta_L2	root_L2	prompt_L2	prompt_L1	modality_L2
	963	Russia said on Friday it had expelled diplomats from Poland, Germany and Sweden over their alleged participation in a pro-Navalny demonstration.	<s>Russia</s> said on Friday it had expelled <t>diplomats from Poland, Germany and Sweden</t> over their alleged participation in a pro-Navalny demonstration.	Russia	diplomats from Poland, Germany and Sweden	4	4	SANCTION	SANCTION	3	ACCUSE	4	SANCTION	['<S> expelled diplomatic people of <T>']	['<S> accused <T> of something', '<S> deported person of <T>', '<S> expelled diplomatic people of <T>']	past
	981	Nigeria Police withdrew the batch of 200 peacekeepers from Liberia in February as part of the termination of the mission's mandate scheduled to end on March 30, the mission said.	<s>Nigeria Police</s> withdrew the batch of 200 peacekeepers from <t>Liberia</t> in February as part of the termination of the mission's mandate scheduled to end on March 30, the mission said.	Nigeria Police	Liberia	4	4	SANCTION	SANCTION	2	YIELD	4	SANCTION	['<S> retreated peace forces from <T>']	['<S> retreated forces from <T>', '<S> retreated peace forces from <T>']	past
	984	New Colombian President Mr Alvaro Uribe has declared a state of emergency in Colombia to fight what the government described as a regime of terror following a surge of war violence.	<s>New Colombian President Mr Alvaro Uribe</s> has declared a state of emergency in <t>Colombia</t> to fight what the government described as a regime of terror following a surge of war violence.	New Colombian President Mr Alvaro Uribe	Colombia	4	4	SANCTION	SANCTION	4	COERCE	4	COERCE	['<S> imposed state of emergency in <T>']	['<S> imposed state of emergency in <T>']	past
	995	The US reduced military aid to European allies by $ 30 million.	<s>The US</s> reduced military aid to <t>European allies</t> by $ 30 million.	The US	European allies	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> reduced aid to <T>', '<S> reduced cooperation with <T>']	['<S> reduced aid to <T>', '<S> reduced cooperation with <T>']	past
	1002	The UN withdrew peacekeepers from the Golan Heights, after the four Filipinos were abducted.	<s>The UN</s> withdrew peacekeepers from <t>the Golan Heights</t>, after the four Filipinos were abducted.	The UN	the Golan Heights	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> retreated peace forces from <T>', '<S> discontinued cooperation with <T>', '<S> expelled diplomatic people of <T>']	['<S> retreated peace forces from <T>', '<S> retreated forces from <T>', '<S> discontinued cooperation with <T>', '<S> expelled diplomatic people of <T>']	past
	1027	On Tuesday, the U.S. government imposed new targeted sanctions over the Rohingya crisis, including travel bans and asset freezes, on Myanmar military commanders, including Senior General Min Aung Hlaing.	On Tuesday, <s>the U.S. government</s> imposed new targeted sanctions over the Rohingya crisis, including travel bans and asset freezes, on <t>Myanmar military commanders</t>, including Senior General Min Aung Hlaing.	the U.S. government	Myanmar military commanders	4	4	SANCTION	SANCTION	4	COERCE	4	COERCE	['<S> imposed more restrictions on <T>', '<S> threatened something against <T>', '<S> imposed blockades in <T>']	['<S> imposed more restrictions on <T>', '<S> threatened something against <T>', '<S> imposed blockades in <T>']	past
	389	The Eritrean based OLF recently reached an agreement with the Ethiopian government to renounce its armed struggle and return to Ethiopia to continue peaceful political struggle.	<s>The Eritrean based OLF</s> recently reached an agreement with <t>the Ethiopian government</t> to renounce its armed struggle and return to Ethiopia to continue peaceful political struggle.	The Eritrean based OLF	the Ethiopian government	1	1	AGREE	SUPPORT	1	SUPPORT	1	SUPPORT	['<S> signed an agreement with <T>', '<S> declared a ceasefire with <T>', '<S> cooperated with <T>', '<S> met with <T>', '<S> agreed to do something for <T>']	['<S> signed an agreement with <T>', '<S> cooperated with <T>', '<S> met with <T>', '<S> agreed to do something for <T>', '<S> declared a ceasefire with <T>']	past
	663	The German government supports engaged discussions about the direction of the European Union, said a spokesman for the government in Germany, the EU's biggest member state.	<s>The German government</s> supports engaged discussions about the direction of the <t>European Union</t>, said a spokesman for the government in Germany, the EU's biggest member state.	The German government	European Union	1	1	AGREE	SUPPORT	1	SUPPORT	1	SUPPORT	['<S> expressed support for <T>', '<S> kept alert in <T>']	['<S> expressed support for <T>', '<S> kept alert in <T>']	past
	152	On Nov. 18, NATO Secretary General Jens Stoltenberg called Erdogan to apologize for the case during the alliance's exercises held in Norway.	On Nov. 18, <s>NATO Secretary General Jens Stoltenberg</s> called <t>Erdogan</t> to apologize for the case during the alliance's exercises held in Norway.	NATO Secretary General Jens Stoltenberg	Erdogan	1	3	REQUEST	SUPPORT	1	SUPPORT	1	SUPPORT	['<S> apologized to <T>', '<S> held a talk with <T>']	['<S> apologized to <T>', '<S> held a talk with <T>']	past
	2	MANILA, Philippines -- President Rodrigo Duterte would respect the Senate's independence even if administration candidates dominated the senatorial race in the 2019 midterm elections.	MANILA, Philippines -- <s>President Rodrigo Duterte</s> would respect <t>the Senate's independence</t> even if administration candidates dominated the senatorial race in the 2019 midterm elections.	President Rodrigo Duterte	the Senate's independence	1	1	SUPPORT	SUPPORT	1	SUPPORT	1	SUPPORT	['<S> expressed support for <T>', '<S> cooperated with <T>']	['<S> expressed support for <T>', '<S> cooperated with <T>']	past
	18	ADDIS ABABA, May 15 (Xinhua) -- Ethiopian Minister of Foreign Affairs Gedu Andargachew on Wednesday reiterated the Ethiopian government's support to the ongoing negotiations among Sudanese stakeholders.	ADDIS ABABA, May 15 (Xinhua) -- <s>Ethiopian Minister of Foreign Affairs Gedu Andargachew</s> on Wednesday reiterated the Ethiopian government's support to the ongoing negotiations among <t>Sudanese stakeholders</t>.	Ethiopian Minister of Foreign Affairs Gedu Andargachew	Sudanese stakeholders	1	1	SUPPORT	SUPPORT	1	SUPPORT	1	SUPPORT	['<S> expressed support for <T>']	['<S> expressed support for <T>']	past
	20	Hungarian Prime Minister Viktor Orban on Thursday pledged his full support for an Italian-Polish initiative to form a right-wing alliance for European Parliament elections due in May.	<s>Hungarian Prime Minister Viktor Orban</s> on Thursday pledged his full support for <t>an Italian-Polish initiative</t> to form a right-wing alliance for European Parliament elections due in May.	Hungarian Prime Minister Viktor Orban	an Italian-Polish initiative	1	1	SUPPORT	SUPPORT	1	SUPPORT	1	SUPPORT	['<S> expressed support for <T>', '<S> cooperated with <T>', '<S> agreed to do something for <T>', '<S> surrendered to <T>']	['<S> expressed support for <T>', '<S> cooperated with <T>', '<S> agreed to do something for <T>', '<S> surrendered to <T>']	past
	79	U.S. President Donald Trump said Wednesday he received a "great letter" from Kim Jong Un and will likely meet with the North Korean leader in the near future.	<s>U.S. President Donald Trump</s> said Wednesday he received a "great letter" from <t>Kim Jong Un</t> and will likely meet with the North Korean leader in the near future.	U.S. President Donald Trump	Kim Jong Un	1	1	SUPPORT	SUPPORT	1	SUPPORT	1	AGREE	['<S> undertook more negotiation with <T>', '<S> granted diplomatic recognition of <T>', '<S> investigated something of <T>']	['<S> granted diplomatic recognition of <T>', '<S> investigated something of <T>', '<S> undertook more negotiation with <T>']	todo
	100	United Nations Secretary-General Antonio Guterres reiterated the U.N.'s commitment to supporting Lebanon's sovereignty and stability in a statement that also praised the Cabinet formation.	<s>United Nations Secretary-General Antonio Guterres</s> reiterated the U.N.'s commitment to supporting <t>Lebanon</t>'s sovereignty and stability in a statement that also praised the Cabinet formation.	United Nations Secretary-General Antonio Guterres	Lebanon	1	1	SUPPORT	SUPPORT	1	SUPPORT	1	SUPPORT	['<S> expressed support for <T>', '<S> agreed to do something for <T>', '<S> promised to do something for <T>']	['<S> expressed support for <T>', '<S> agreed to do something for <T>', '<S> promised to do something for <T>']	past
	101	House and Senate negotiators reached the deal on Senate Bill 2770 Wednesday after days of negotiations.	<s>House</s> and <t>Senate negotiators</t> reached the deal on Senate Bill 2770 Wednesday after days of negotiations.	House	Senate negotiators	1	1	SUPPORT	SUPPORT	1	SUPPORT	1	SUPPORT	['<S> signed an agreement with <T>', '<S> met with <T>', '<S> cooperated with <T>']	['<S> signed an agreement with <T>', '<S> met with <T>', '<S> cooperated with <T>']	past
	115	The United States and the Taliban signed a pact on Feb. 29 that was designed to pave the way for peace talks between the militant group and the Afghan government.	<s>The United States</s> and <t>the Taliban</t> signed a pact on Feb. 29 that was designed to pave the way for peace talks between the militant group and the Afghan government.	The United States	the Taliban	1	1	SUPPORT	SUPPORT	1	SUPPORT	1	AGREE	['<S> signed an agreement with <T>', '<S> met with <T>', '<S> cooperated with <T>', '<S> agreed to do something for <T>']	['<S> signed an agreement with <T>', '<S> met with <T>', '<S> cooperated with <T>', '<S> agreed to do something for <T>']	todo
	118	Saudi coalition spokesperson Colonel Turki al-Malki said that they support the UN call for a ceasefire and de-escalation.	<s>Saudi coalition spokesperson Colonel Turki al-Malki</s> said that they support the <t>UN</t> call for a ceasefire and de-escalation.	Saudi coalition spokesperson Colonel Turki al-Malki	UN	1	1	SUPPORT	SUPPORT	1	SUPPORT	1	SUPPORT	['<S> expressed support for <T>', '<S> declared a ceasefire with <T>', '<S> cooperated with <T>', '<S> accepted demands of <T>']	['<S> expressed support for <T>', '<S> declared a ceasefire with <T>', '<S> cooperated with <T>', '<S> accepted demands of <T>']	past
	121	The European Union has welcomed Azerbaijani President Ilham Aliyev's decision to pardon jailed rights activists and political opponents as part of a broader amnesty and said it expects similar moves to follow.	<s>The European Union</s> has welcomed <t>Azerbaijani President Ilham Aliyev</t>'s decision to pardon jailed rights activists and political opponents as part of a broader amnesty and said it expects similar moves to follow.	The European Union	Azerbaijani President Ilham Aliyev	1	1	SUPPORT	SUPPORT	1	SUPPORT	1	SUPPORT	['<S> expressed support for <T>', '<S> agreed to do something for <T>']	['<S> expressed support for <T>', '<S> agreed to do something for <T>']	past
	159	Israeli Prime Minister Benjamim Netanyahu praised US President Donald Trump's decision to recognize Jerusalem as Israel's capital and move the US embassy there.	<s>Israeli Prime Minister Benjamim Netanyahu</s> praised <t>US President Donald Trump</t>'s decision to recognize Jerusalem as Israel's capital and move the US embassy there.	Israeli Prime Minister Benjamim Netanyahu	US President Donald Trump	1	1	SUPPORT	SUPPORT	1	SUPPORT	1	SUPPORT	['<S> expressed support for <T>']	['<S> expressed support for <T>']	past
	195	China has established diplomatic ties with El Salvador, after the country broke off links with Taiwan.	<s>China</s> has established diplomatic ties with <t>El Salvador</t>, after the country broke off links with Taiwan.	China	El Salvador	1	1	SUPPORT	SUPPORT	1	SUPPORT	1	SUPPORT	['<S> granted diplomatic recognition of <T>', '<S> improved diplomatic cooperation with <T>', '<S> signed an agreement with <T>', '<S> cooperated with <T>']	['<S> granted diplomatic recognition of <T>', '<S> improved diplomatic cooperation with <T>', '<S> signed an agreement with <T>', '<S> cooperated with <T>']	past
	198	Vietnam is ready to contribute more to United Nations peacekeeping operations in Syria.	<s>Vietnam</s> is ready to contribute more to United Nations peacekeeping operations in <t>Syria</t>.	Vietnam	Syria	1	1	SUPPORT	SUPPORT	1	AGREE	1	AGREE	['<S> agreed to do something for <T>', '<S> promised to do something for <T>']	['<S> agreed to do something for <T>', '<S> promised to do something for <T>']	past
	200	Prime Minister Benjamin Netanyahu called new Australian Prime Minister Scott Morrison on Wednesday to congratulate him on becoming Australia's new prime minister, inviting him and his wife to Jerusalem.	<s>Prime Minister Benjamin Netanyahu</s> called <t>new Australian Prime Minister Scott Morrison</t> on Wednesday to congratulate him on becoming Australia's new prime minister, inviting him and his wife to Jerusalem.	Prime Minister Benjamin Netanyahu	new Australian Prime Minister Scott Morrison	1	1	SUPPORT	SUPPORT	1	CONSULT	1	CONSULT	['<S> held a talk with <T>', '<S> granted diplomatic recognition of <T>', '<S> expressed support for <T>', '<S> agreed to do something for <T>', '<S> allowed entry of <T>']	['<S> held a talk with <T>', '<S> granted diplomatic recognition of <T>', '<S> expressed support for <T>', '<S> agreed to do something for <T>', '<S> allowed entry of <T>']	past
